Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,12405 Northwest 39th Avenue,X60
63541-000-piper-pa28-140-rudder-tip-assembly,63541-000 | Piper PA28-140 | Rudder Tip Assembly,Title,Default Title,,,,,N5598U--63541-000--8ZOYQP,,,1,not stocked
11b20061-1sl-lycomoing-o-320e2a-piper-pa28-140-crankcase-assy,11B20061-1SL | Lycomoing O-320E2A | Piper PA28-140 | CRANKCASE ASSY,Title,Default Title,,,,,N5598U--11B20061-1SL--ZBOL0I,,,0,not stocked
lw-10828-lycoming-0-320-e2a-piper-pa28-140-sump-assy-oil,LW-10828 | Lycoming 0-320-E2A | Piper PA28-140 | SUMP ASSY OIL,Title,Default Title,,,,,N5598U--LW-10828--PFNARN,,,0,not stocked
72569-lycoming-o-320-piper-pa28-140-inter-cylinder-baffle-assembly-sold-as-a-set-of-2,72569 | Lycoming O-320 | Piper PA28-140 | Inter-cylinder Baffle Assembly - Sold as a Set of 2,Title,Default Title,,,,,N5598U--72569--VNGJXU,,,0,not stocked
65384-000-piper-pa28-140-cabin-step-has-repair,65384-000 | Piper PA28-140 | Cabin Step - has repair,Title,Default Title,,,,,N5598U--65384-000--FXS9ZO,,,1,not stocked
a-2064-1073-grimes-piper-pa28-140-rear-position-light-with-lens-and-retainer,A-2064-1073 | Grimes | Piper PA28-140 | Rear Position Light with Lens and Retainer,Title,Default Title,,,,,N5598U--A-2064-1073--SY9V4I,,,0,not stocked
68987-lycoming-o-320-piper-pa28-140-push-rod-housing-shroud-tube-lot-of-2,68987 | Lycoming O-320 | Piper PA28-140 | Push Rod Housing Shroud Tube – Lot of 2,Title,Default Title,,,,,N5598U--68987--9W1LXQ,,,4,not stocked
15f19957-11-lycoming-o-320-piper-pa28-140-push-rod-price-per-each,15F19957-11 | Lycoming O-320 | Piper PA28-140 | Push Rod – Price per Each,Title,Default Title,,,,,N5598U--15F19957-11--OHXR9K,,,0,not stocked
15f19957-12-lycoming-o-320-piper-pa28-140-push-rod-price-per-each,15F19957-12 | Lycoming O-320 | Piper PA28-140 | Push Rod – Price per Each,Title,Default Title,,,,,N5598U--15F19957-12--SZFSXV,,,0,not stocked
15f19957-13-lycoming-o-320-piper-pa28-140-push-rod-price-per-each,15F19957-13 | Lycoming O-320 | Piper PA28-140 | Push Rod – Price per Each,Title,Default Title,,,,,N5598U--15F19957-13--YT1IVF,,,0,not stocked
61247-lycoming-o-320-piper-pa28-140-rocker-cover-price-per-each,61247 | Lycoming O-320 | Piper PA28-140 | Rocker Cover – Price per Each,Title,Default Title,,,,,N5598U--61247--VJPLS4,,,4,not stocked
75906-o-320-piper-pa28-140-rocker-box-cover-gasket-sold-as-a-set-of-4,75906 | O-320 | Piper PA28-140 | Rocker Box Cover Gasket – Sold as a Set of 4,Title,Default Title,,,,,N5598U--75906--VOFLKI,,,0,not stocked
69443-lycoming-o-320-piper-pa28-140-rocker-arm-assembly-intake-set-of-4,"69443 | Lycoming O-320 | Piper PA28-140 | Rocker Arm Assembly, Intake – Set of 4",Title,Default Title,,,,,N5598U--69443--IIVRRP,,,1,not stocked
68520d-lycoming-o-320-piper-pa28-140-rocker-arm-valve-set-of-4,68520D | Lycoming O-320 | Piper PA28-140 | Rocker Arm Valve - Set of 4,Title,Default Title,,,,,N5598U--68520D--TNSYP5,,,0,not stocked
73346-lycoming-o-320-piper-pa28-140-upper-intake-pipe-flange-price-is-for-each,73346 | Lycoming O-320 | Piper PA28-140 | Upper Intake Pipe Flange – Price is for Each,Title,Default Title,,,,,N5598U--73346--KCITDM,,,4,not stocked
74084-lycoming-o-320-piper-pa28-140-intake-pipe-price-per-each,74084 | Lycoming O-320 | Piper PA28-140 | Intake Pipe - Price per Each,Title,Default Title,,,,,N5598U--74084--OGEV2M,,,0,not stocked
lw-13790-lycoming-o-320-piper-pa28-140-rocker-valve-shaft-with-button-set-of-4,LW-13790 | Lycoming O-320 | Piper PA28-140 | Rocker Valve Shaft with Button – Set of 4,Title,Default Title,,,,,N5598U--LW-13790--WBJTV2,,,0,not stocked
rem40e-american-champion-piper-pa28-140-spark-plugs-set-of-8,REM40E | American Champion | Piper PA28-140 | Spark Plugs - Set of 8,Title,Default Title,,,,,N5598U--REM40E--BHR2RK,,,1,not stocked
60803-lycoming-o-320-piper-pa28-140-strap-lifting-bracket,60803 | Lycoming O-320 | Piper PA28-140 | Strap Lifting Bracket,Title,Default Title,,,,,N5598U--60803--AVTHZF,,,1,not stocked
63422-000-piper-pa28-140-fuel-pump-baffle-has-a-crack-on-weld,63422-000 | Piper PA28-140 | Fuel Pump Baffle - has a crack on weld,Title,Default Title,,,,,N5598U--63422-000--EZGGJI,,,1,not stocked
18622-000-harrison-ap07au06-03-piper-pa28-140-oil-radiator,18622-000 | Harrison AP07AU06-03 | Piper PA28-140 | Oil Radiator,Title,Default Title,,,,,N5598U--18622-000--SJXUTD,,,1,not stocked
68761-lycoming-piper-pa28-140-oil-drain-tube-for-cylinders,68761 | Lycoming | Piper PA28-140 | Oil Drain Tube for Cylinders,Title,Default Title,,,,,N5598U--68761--ORWPQL,,,1,not stocked
68759-lycoming-o-320-piper-pa28-140-cylinder-head-oil-drain-tube,68759 | Lycoming O-320 | Piper PA28-140 | Cylinder Head Oil Drain Tube,Title,Default Title,,,,,N5598U--68759--L6FLXR,,,1,not stocked
10-51360-29-bendix-s4ln-20-piper-pa28-140-magneto-w-gear-and-harnesses,10-51360-29 | Bendix S4LN-20 | Piper PA28-140 | Magneto w/ Gear and Harnesses,Title,Default Title,,,,,N5598U--10-51360-29--UN2TGC,,,0,not stocked
10-51360-37-bendix-s4ln-21-piper-pa28-140-magneto-w-gear-and-harnesses,10-51360-37 | Bendix S4LN-21 | Piper PA28-140 | Magneto w/ Gear and Harnesses,Title,Default Title,,,,,N5598U--10-51360-37--QE6OVR,,,0,not stocked
mz-4204-prestolite-piper-pa28-140-12-volt-starter,MZ-4204 | Prestolite | Piper PA28-140 | 12-Volt Starter,Title,Default Title,,,,,N5598U--MZ-4204--3NUSKN,,,0,not stocked
2642997-chrysler-piper-pa28-140-alternator-12v,2642997 | Chrysler | Piper PA28-140 | Alternator 12v,Title,Default Title,,,,,N5598U--2642997--TXLV9O,,,0,not stocked
75736-lycoming-o-320-piper-pa28-140-oil-level-gage-tube-12-25-long-11-5-from-base,"75736 | Lycoming O-320 | Piper PA28-140 | Oil Level Gage tube 12.25"" Long / 11.5"" From Base",Title,Default Title,,,,,N5598U--75736--TFMGOJ,,,1,not stocked
lw-14758-lycoming-piper-pa28-140-dipstick-8qt,LW-14758 | Lycoming | Piper PA28-140 | Dipstick - 8QT,Title,Default Title,,,,,N5598U--LW-14758--I4MAQM,,,0,not stocked
lw-18837-lycoming-o-320-piper-pa28-140-camshaft-assy,LW·18837 | Lycoming O-320 | Piper PA28-140 | Camshaft Assy,Title,Default Title,,,,,N5598U--LW·18837--3PZIVZ,,,0,not stocked
76121-lycoming-o-320-piper-pa28-140-tachometer-shaft,76121 | Lycoming O-320 | Piper PA28-140 | Tachometer Shaft,Title,Default Title,,,,,N5598U--76121--RX44GW,,,1,not stocked
07a19474-lycoming-o-320-piper-pa28-140-alternator-support-bracket,07A19474 | Lycoming O-320 | Piper PA28-140 | Alternator Support Bracket,Title,Default Title,,,,,N5598U--07A19474--PCDO2X,,,0,not stocked
76028-lycoming-o-320-piper-pa28-140-alternator-adjusting-link,76028 | Lycoming O-320 | Piper PA28-140 | Alternator Adjusting Link,Title,Default Title,,,,,N5598U--76028--ED1JCV,,,0,not stocked
lw-12416-lycoming-o-320-d2a-piper-pa28-140-cly-wide-deck-chrome-with-high-compression-piston,LW-12416 | Lycoming O-320-D2A | Piper PA28-140 | CLY Wide Deck Chrome with High Compression Piston,Title,Default Title,,,,,N5598U--LW-12416--IAOUCX,,,1,not stocked
lw-12416-lycoming-o-320-d2a-piper-pa28-140-cylinder-wide-deck-chrome-with-high-compression-piston,LW-12416 | Lycoming O-320-D2A | Piper PA28-140 | Cylinder Wide Deck Chrome with High-Compression Piston,Title,Default Title,,,,,N5598U--LW-12416--1BMID9,,,1,not stocked
lw-12416-lycoming-o-320-d2a-piper-pa28-140-cylinder-wide-deck-chrome-with-high-compression-piston-1,LW-12416 | Lycoming O-320-D2A | Piper PA28-140 | Cylinder Wide Deck Chrome with High-Compression Piston,Title,Default Title,,,,,N5598U--LW-12416--B3DI66,,,1,not stocked
lw-12416-lycoming-o-320-d2a-piper-pa28-140-cylinder-wide-deck-chrome-with-high-compression-piston-2,LW-12416 | Lycoming O-320-D2A | Piper PA28-140 | Cylinder Wide Deck Chrome with High-Compression Piston,Title,Default Title,,,,,N5598U--LW-12416--FRQN5M,,,1,not stocked
63610-000-lycoming-o-320-piper-pa28-140-front-baffle-lh,63610-000 | Lycoming O-320 | Piper PA28-140 | Front Baffle - LH,Title,Default Title,,,,,N5598U--63610-000--F8GSRH,,,1,not stocked
66677-000-lycoming-o-320-piper-pa28-140-engine-baffle-rh,66677-000 | Lycoming O-320 | Piper PA28-140 | Engine Baffle - RH,Title,Default Title,,,,,N5598U--66677-000--6SLAH7,,,1,not stocked
63615-004-lycoming-o-320-piper-pa28-140-engine-baffle-rh-rear,63615-004 | Lycoming O-320 | Piper PA28-140 | Engine Baffle RH Rear,Title,Default Title,,,,,N5598U--63615-004--LYVAUL,,,1,not stocked
63612-11-lycoming-o-320-piper-pa28-140-baffle-assembly-right-side-front,63612-11 | Lycoming O-320 | Piper PA28-140 | Baffle Assembly Right Side Front,Title,Default Title,,,,,N5598U--63612-11--42MMNW,,,1,not stocked
66722-00-lycoming-o-320-piper-pa28-140-rear-left-baffle,66722-00 | Lycoming O-320 | Piper PA28-140 | Rear Left Baffle,Title,Default Title,,,,,N5598U--66722-00--3FVVIA,,,1,not stocked
63614-05-lycoming-o-320-piper-pa28-140-baffle-assembly-left-side-rear,63614-05 | Lycoming O-320 | Piper PA28-140 | Baffle Assembly Left Side Rear,Title,Default Title,,,,,N5598U--63614-05--GFJGYI,,,1,not stocked
63613-00-lycoming-o-320-piper-pa28-140-baffle-assembly-left-side-front,63613-00 | Lycoming O-320 | Piper PA28-140 | Baffle Assembly Left Side Front,Title,Default Title,,,,,N5598U--63613-00--QKTDUK,,,1,not stocked
63605-00-lycoming-o-320-piper-pa28-140-baffle-bracket,63605-00 | Lycoming O-320 | Piper PA28-140 | Baffle Bracket,Title,Default Title,,,,,N5598U--63605-00--Y4HTUC,,,1,not stocked
lw-13796-lycoming-o-320-piper-pa28-140-crankshaft-idler-gear-shaft,LW-13796 | Lycoming O-320 | Piper PA28-140 | Crankshaft Idler Gear Shaft,Title,Default Title,,,,,N5598U--LW-13796--EWIKNE,,,1,not stocked
lw-13796-lycoming-o-320-piper-pa28-140-crankshaft-idler-gear-shaft-1,LW-13796 | Lycoming O-320 | Piper PA28-140 | Crankshaft Idler Gear Shaft,Title,Default Title,,,,,N5598U--LW-13796--CKLPUQ,,,1,not stocked
76529-lycoming-o-320-piper-pa28-140-oil-pressure-relief-cap,76529 | Lycoming O-320 | Piper PA28-140 | Oil Pressure Relief Cap,Title,Default Title,,,,,N5598U--76529--Z6T9N0,,,0,not stocked
72970-lycoming-o-320-piper-pa28-140-vacuum-pump-drive-gear-assembly,72970 | Lycoming O-320 | Piper PA28-140 | Vacuum Pump Drive - Gear Assembly,Title,Default Title,,,,,N5598U--72970--NQHHZH,,,0,not stocked
61666-lycoming-o-320-piper-pa28-140-magneto-impulse-coupling-adaptor,61666 | Lycoming O-320 | Piper PA28-140 | Magneto Impulse Coupling Adaptor,Title,Default Title,,,,,N5598U--61666--JHC3CH,,,1,not stocked
95070-004-piper-pa32rt-300-fuel-tank-assy-outboard-lh-see-photos-por-details,95070-004 | Piper PA32RT-300 | Fuel Tank Assy Outboard- LH - See Photos Por Details,Title,Default Title,,,,,N9519C--95070-004--AUG3YA,,,1,not stocked
35885-003-piper-pa28-lower-rudder-faring,35885-003 | Piper PA28RT-200 | Lower Rudder Faring,Title,Default Title,,,,,MICELANIOS-001--35885-003--HSMNZ5,,,1,not stocked
164-03906-cleveland-piper-pa-28-brake-assembly-lh-or-rh,164-03906 | Cleveland | Piper PA-28 | Brake Assembly - LH or RH,Title,Default Title,,,,,MICELANIOS-001--164-03906--2D8VGL,,,1,not stocked
68761-lycoming-o-540-piper-pa-24-250-oil-drain-tube-for-cylinders-3-4-5-6,"68761 | Lycoming O-540 | PIPER PA-24-250 | Oil Drain Tube For Cylinders 3, 4, 5 & 6",Title,Default Title,,,,,N7531P--68761--A9XLDJ,,,1,not stocked
9860065-1-cessna-172rg-cable-assy-upper-aft-pin-34-price-per-each,"9860065-1 | Cessna 172RG | Cable Assy Upper Aft Pin 34"" -  Price Per Each",Title,Default Title,,,,,N9795B--9860065-1--ETANOG,,,1,not stocked
1217046-11-cessna-172rg-cabin-door-base-plate-assy,1217046-11 | Cessna 172RG | Cabin Door Base Plate Assy,Title,Default Title,,,,,N9795B--1217046-11--S6OFKJ,,,0,not stocked
169-420040-12-beechcraft-a24r-quick-release-rh-cabin-door,169-420040-12 | Beechcraft A24R | Quick Release RH Cabin Door,Title,Default Title,,,,,N52LV--169-420040-12--1GLQOC,,,1,not stocked
alt-8521-prestolite-alt-8421rs-alaternator-assy-24v-50a,ALT-8521 | Prestolite ALT-8421RS | Alaternator Assy 24V / 50A,Title,Default Title,,,,,OK-004--ALT-8521--X2V5NA,,,1,not stocked
mhb-4013-prestolite-starter-24v,MHB-4013 | Prestolite | Starter 24V,Title,Default Title,,,,,OK-004--MHB-4013--J6YC6Z,,,1,not stocked
164-7-cleveland-45027-brake-disc,164-7 | Cleveland 45027 | Brake Disc,Title,Default Title,,,,,OK-004--164-7--RXWM58,,,1,not stocked
164-16-cleveland-164-16-brake-disc,164-16 | Cleveland 164-16 | Brake Disc,Title,Default Title,,,,,OK-004--164-16--V96ECQ,,,1,not stocked
754-518-cleveland-brake-disc,754-518 | Cleveland | brake disc,Title,Default Title,,,,,OK-004--754-518--OATU2Z,,,0,not stocked
164-16-cleveland-brake-disc,164-16 | Cleveland | Brake Disc,Title,Default Title,,,,,OK-004--164-16--ST2OSU,,,1,not stocked
754-518-cleveland-brake-disc-1,754-518 | Cleveland | brake disc,Title,Default Title,,,,,OK-004--754-518--KDZ3XW,,,0,not stocked
164-4-cleveland-164-4-brake-disk,164-4 | Cleveland 164-4 | Brake Disk,Title,Default Title,,,,,OK-004--164-4--VOGQOJ,,,1,not stocked
164-4-cleveland-164-4-brake-disk-1,164-4 | Cleveland 164-4 | Brake Disk,Title,Default Title,,,,,OK-004--164-4--R0WPYA,,,1,not stocked
751-669-bfgoodrich-d13-332-aircraft-brake-drum,751-669 | BFGOODRICH D13-332 | Aircraft Brake Drum,Title,Default Title,,,,,OK-004--751-669--3IAB9T,,,1,not stocked
751-669-bfgoodrich-d13-332-aircraft-brake-drum-1,751-669 | BFGOODRICH D13-332 | Aircraft Brake Drum,Title,Default Title,,,,,OK-004--751-669--JEIHI4,,,1,not stocked
84487-002-piper-pa-46-seat-track-length-23-25,84487-002 | Piper PA-46 | Seat Track Length: 23.25”,Title,Default Title,,,,,OK-004--84487-002--YCCCO0,,,1,not stocked
455971-cleveland-10-23a-piper-pa-31-brake-master-cylinder,455971 | Cleveland 10-23A | Piper PA-31 | Brake Master Cylinder,Title,Default Title,,,,,OK-004--455971--NGW71W,,,1,not stocked
455971-cleveland-10-23a-piper-pa-31-brake-master-cylinder-1,455971 | Cleveland 10-23A | Piper PA-31 | Brake Master Cylinder,Title,Default Title,,,,,OK-004--455971--JLM8ZA,,,1,not stocked
455971-cleveland-10-23a-piper-pa-31-brake-master-cylinder-2,455971 | Cleveland 10-23A | Piper PA-31 | Brake Master Cylinder,Title,Default Title,,,,,OK-004--455971--HAWTVR,,,1,not stocked
455971-cleveland-10-23a-piper-pa-31-brake-master-cylinder-3,455971 | Cleveland 10-23A | Piper PA-31 | Brake Master Cylinder,Title,Default Title,,,,,OK-004--455971--C0S4EA,,,1,not stocked
c294501-0201-cessna-172m-n-u206f-210n-t310l-n-p-q-instrument-air-filter,"C294501-0201 | Cessna 172M/N, U206F, 210N, T310L N P Q | Instrument Air Filter",Title,Default Title,,,,,OK-004--C294501-0201--3BXGR6,,,1,not stocked
aad9-14-3-tempest-beechcraft-65-a80-65-b80-pneumatic-filter,AAD9-14-3 | Tempest | Beechcraft 65-A80 & 65-B80 | Pneumatic Filter,Title,Default Title,,,,,OK-004--AAD9-14-3--XCJEOH,,,1,not stocked
564-886-piper-pa-34-220t-iv-v-pa-32-301t-ii-tc-belt-assembly-lap-shoulder-3-piece-pilot-crew-lh,"564-886 | Piper PA-34-220T IV & V, PA-32-301T II TC | Belt Assembly – Lap + Shoulder (3-piece), Pilot / Crew-LH",Title,Default Title,,,,,OK-004--564-886--BGVYD8,,,1,not stocked
33959-3-weldon-tool-co-33959-3-piper-pa-23-fuel-pump-14v-tested,33959-3 | Weldon Tool Co 33959-3 | Piper PA-23 | Fuel Pump 14V Tested.,Title,Default Title,,,,,OK-004--33959-3--AAJO2K,,,0,not stocked
95-10928-beechcraft-brake-pirston-head-price-per-each,"95-10928 | Beechcraft | Brake Pirston Head ""Price Per Each""",Title,Default Title,,,,,OK-004--95-10928--6DV7ZQ,,,4,not stocked
9520675-goodyear-cessna-120-140-170-early-172-182-goodyear-aircraft-brake-clip-set-of-4,9520675 | Goodyear | Cessna 120/140/170/early 172-182 | Goodyear Aircraft Brake Clip Set of 4,Title,Default Title,,,,,OK-004--9520675--1RVRN3,,,9,not stocked
9520101-goodyear-cessna-120-140-140a-170-series-disc-drive-key-set-of-2,"9520101 | Goodyear | Cessna 120, 140, 140A • 170 series | disc-drive key Set of 2",Title,Default Title,,,,,OK-004--9520101--SILZHD,,,12,not stocked
752-964-cleveland-piper-pa-23-brake-shim-plate,752-964 | Cleveland | Piper PA-23 | Brake Shim Plate,Title,Default Title,,,,,OK-004--752-964--TQYTMJ,,,1,not stocked
9511103-goodyear-cessna-clip-set-of-4,9511103 | Goodyear | Cessna | Clip Set of 4,Title,Default Title,,,,,OK-004--9511103--OP28M2,,,10,not stocked
752-964-cleveland-piper-pa-23-brake-shim-plate-1,752-964 | Cleveland | Piper PA-23 | Brake Shim Plate,Title,Default Title,,,,,OK-004--752-964--1DJQES,,,1,not stocked
31702-000-piper-cub-super-cub-hub-cap-price-per-each,"31702-000 | Piper Cub Super Cub | Hub Cap ""Price per Each""",Title,Default Title,,,,,OK-004--31702-000--VTK2FM,,,3,not stocked
31702-000-piper-cub-super-cub-hub-cap-set-of-2,"31702-000 | Piper Cub Super Cub | Hub Cap ""set of 2""",Title,Default Title,,,,,OK-004--31702-000--SHC4MU,,,1,not stocked
95-11084-beechcraft-95-55-brake-key-price-per-each,"95-11084 | Beechcraft 95-55 | Brake Key ""Price per Each""",Title,Default Title,,,,,OK-004--95-11084--TMIVXJ,,,22,not stocked
66-19-cleveland-piper-twin-comanche-brake-linings-set-of-2,"66-19 | Cleveland | Piper Twin Comanche | Brake Linings ""set Of 2""",Title,Default Title,,,,,OK-004--66-19--VMCOXF,,,1,not stocked
9524804-goodyear-brake-lining-price-per-each,"9524804 | Goodyear | Brake Lining ""Price per Each""",Title,Default Title,,,,,OK-004--9524804--OVDN18,,,2,not stocked
9511256-goodyear-brake-puck-lining-price-per-each,"9511256 | Goodyear | Brake Puck / Lining ""Price per Each""",Title,Default Title,,,,,OK-004--9511256--AGWRNJ,,,0,not stocked
9526275-goodyear-brake-puck-lining-set-of-2,"9526275 | Goodyear | Brake Puck Lining ""set of 2""",Title,Default Title,,,,,OK-004--9526275--CDYORN,,,1,not stocked
99959-007-piper-instrument-panel-covers-upper-lh,99959-007 | Piper | Instrument Panel Covers Upper LH,Title,Default Title,,,,,OK-004--99959-007--EIGQPE,,,1,not stocked
0513077-22-532-cessna-172-instrument-panel-cover-rh,0513077-22-532 | Cessna 172 | Instrument Panel Cover RH,Title,Default Title,,,,,OK-004--0513077-22-532--EFL3FT,,,0,not stocked
011-03809-00-garmin-g5-piper-pa28-140-dg-hsi-with-back-up-battery-gmu-11-gad-29b-avionics-adapter1,011-03809-00 | Garmin G5 | Piper PA28-140 | DG HSI With Back-up Battery GMU-11 & GAD-29B Avionics Adapter,Title,Default Title,,,,,N5598U--011-03809-00--6E54E8,,,0,not stocked
b3d36c429-mccauley-b3d36-c429-beechcraft-a24r-three-blade-propeller-blades-are-damaged-hub-only,"B3D36C429 | McCauley B3D36-C429 | Beechcraft A24R | Three Blade Propeller-Blades Are Damaged ""Hub Only""",Title,Default Title,,,,,N52LV--B3D36C429--HPIDY6,,,1,not stocked
63839-003-piper-pa28-140-fuel-gascolator-assy-strainer,63839-003 | Piper PA28-140 | Fuel Gascolator Assy. / Strainer,Title,Default Title,,,,,N5598U--63839-003--6HOSMV,,,1,not stocked
uav-1002183-001-uavioni-tailbeacon-piper-pa28-140-led-tailbeacon-waas-gps-ads-b-light-14-28v,"UAV-1002183-001 | uAvioni TailBeacon | Piper PA28-140 | LED TAILBEACON WAAS, GPS, ADS-B LIGHT (14, 28V)",Title,Default Title,,,,,N5598U--UAV-1002183-001--MTPQGQ,,,0,not stocked
uav-1002183-001-uavioni-tailbeacon-piper-pa28-140-led-tailbeacon-waas-gps-ads-b-light-14-28v-1,"UAV-1002183-001 | uAvioni TailBeacon | Piper PA28-140 | LED TAILBEACON WAAS, GPS, ADS-B LIGHT (14, 28V)",Title,Default Title,,,,,N5598U--UAV-1002183-001--MAQGYO,,,0,not stocked
011-04956-00-garmin-gnc-355-piper-pa-24-250-waas-ifr-approach-gps-mfd-moving-map-comm-transceiver,011-04956-00 | Garmin GNC-355 | PIPER PA-24-250 | WAAS IFR-Approach GPS / MFD / Moving Map / COMM Transceiver,Title,Default Title,,,,,N7531P--011-04956-00--IKIO9G,,,0,not stocked
700-00182-000-avidyne-ifd540-piper-pa-24-250-fms-gps-nav-com-touchscreen-w-bluetooth,700-00182-000 | Avidyne IFD540 | PIPER PA-24-250 | FMS/GPS/NAV/COM TOUCHSCREEN W/ BLUETOOTH,Title,Default Title,,,,,N7531P--700-00182-000--ARTN2A,,,0,not stocked
o200a-continental-o200a-cessna-c-150j-engine-w-accessories-tsmo-850-00-no-prop-strike-please-read-description,"O200A | Continental O200A | Cessna C-150J | Engine w/Accessories TSMO= 850.00 No Prop Strike ""Please Read Description""",Title,Default Title,,,,,N60378--O200A--MAGWOM,,,0,not stocked
62645-004-piper-pa28-140-fitting-assy-stabilator-attachment-pair,62645-004 | PIPER PA28-140 | Fitting Assy Stabilator Attachment (Pair),Title,Default Title,,,,,N6301W--62645-004--8BXEIO,,,1,not stocked
63922-002-piper-pa28-140-cluster-assy-instruments-engine,63922-002 | PIPER PA28-140 | Cluster Assy - Instruments Engine,Title,Default Title,,,,,N6301W--63922-002--IP57RY,,,1,not stocked
63050-000-piper-pa28-140-hinge-door-top,63050-000 | PIPER PA28-140 | Hinge Door Top,Title,Default Title,,,,,N6301W--63050-000--GWXR4Z,,,1,not stocked
62829-000-piper-pa28-140-rudder-trim-shaft-assy,62829-000 | PIPER PA28-140 | Rudder Trim Shaft Assy,Title,Default Title,,,,,N6301W--62829-000--4OGZDM,,,1,not stocked
106301-piper-pa28-140-tachometer-adapter,106301 | PIPER PA28-140 | Tachometer Adapter,Title,Default Title,,,,,N6301W--106301--CRLXTC,,,1,not stocked
65567-000-piper-pa28-140-bolt-cabin-door-attach-set-of-2,65567-000 | PIPER PA28-140 | Bolt Cabin Door Attach - Set of 2,Title,Default Title,,,,,N6301W--65567-000--BO0VB5,,,1,not stocked
62703-024-piper-pa28-140-tee-bar-assy-control-column,62703-024 | PIPER PA28-140 | Tee Bar Assy - Control Column,Title,Default Title,,,,,N6301W--62703-024--TP1TMQ,,,1,not stocked
62834-002-piper-pa28-140-universal-joint-assy,62834-002 | PIPER PA28-140 | Universal Joint Assy,Title,Default Title,,,,,N6301W--62834-002--VWR87P,,,0,not stocked
63584-010-piper-pa28-140-stabilator-tip-lh-rh,63584-010 | PIPER PA28-140 | Stabilator  Tip LH/RH,Title,Default Title,,,,,N6301W--63584-010--NPBEG4,,,1,not stocked
164-00500-piper-pa28-140-brake-disc,164-00500 | PIPER PA28-140 | Brake Disc,Title,Default Title,,,,,N6301W--164-00500--UDHMVA,,,1,not stocked
63584-010-piper-pa28-140-stabilator-tip-lh-rh-1,63584-010 | PIPER PA28-140 | Stabilator  Tip - LH/RH,Title,Default Title,,,,,N6301W--63584-010--SLKPTD,,,0,not stocked
35644-902-piper-pa28-140-main-landing-gear-assy-lh-1,35644-902 | PIPER PA28-140 | Main Landing Gear Assy -  LH,Title,Default Title,,,,,N6301W--35644-902--SVKI31,,,1,not stocked
62704-002-piper-pa28-140-rudder-pedal-assembly-no-brake,62704-002 | PIPER PA28-140 | Rudder Pedal Assembly - No Brake,Title,Default Title,,,,,N6301W--62704-002--ZWYY2Y,,,1,not stocked
6-50-8-8ply-condor-beechcraft-95-55b-tire-with-tube,6.50-8  8PLY | Condor | BEECHCRAFT 95-55B | Tire with Tube,Title,Default Title,,,,,N7453N--6.50-8--8PLY--3BEA3V,,,1,not stocked
96-324062-3-beechcraft-95-55b-circuit-sub-panel-assy-lh,96-324062-3 | BEECHCRAFT 95-55B | Circuit Sub Panel Assy - LH,Title,Default Title,,,,,N7453N--96-324062-3--0H7BGR,,,1,not stocked
he825-1-beechcraft-95-55b-fuel-selector-assy-rh,HE825-1 | BEECHCRAFT 95-55B | Fuel Selector Assy - RH,Title,Default Title,,,,,N7453N--HE825-1--XT1YN5,,,1,not stocked
he825-2-beechcraft-95-55b-fuel-selector-assy-lh,HE825-2 | BEECHCRAFT 95-55B | Fuel Selector Assy - LH,Title,Default Title,,,,,N7453N--HE825-2--MGN9BA,,,1,not stocked
1x314-mitchell-beechcraft-95-55b-air-filter,1X314 | Mitchell | BEECHCRAFT 95-55B | Air Filter,Title,Default Title,,,,,N7453N--1X314--NKJRQO,,,1,not stocked
p52-0035-1-beechcraft-95-55b-contactor-battery-28-volts,P52-0035-1 | BEECHCRAFT 95-55B | Contactor Battery - 28 Volts,Title,Default Title,,,,,N7453N--P52-0035-1--ZC3BYI,,,1,not stocked
50-384040-beechcraft-95-55b-pitot-tube-assembly-heated-28-volts,"50-384040 | BEECHCRAFT 95-55B | Pitot Tube Assembly – Heated, 28 Volts",Title,Default Title,,,,,N7453N--50-384040--QQZ9MG,,,0,not stocked
96-524010-1-beechcraft-95-55b-bellcrank-rudder-pedal-assembly-with-link-and-base,96-524010-1 | BEECHCRAFT 95-55B | Bellcrank Rudder Pedal Assembly with Link and Base,Title,Default Title,,,,,N7453N--96-524010-1--GPBHS7,,,0,not stocked
d3608-beechcraft-95-55b-bulkhead-slinger-ring-prop-de-ice-3-blade,"D3608 | BEECHCRAFT 95-55B | Bulkhead Slinger Ring – Prop De-Ice, 3-Blade",Title,Default Title,,,,,N7453N--D3608--HGTIHC,,,1,not stocked
35-524138-2-beechcraft-95-55b-rudder-pedal-bellcrank-assy-w-base-rh,35-524138-2 | BEECHCRAFT 95-55B | Rudder Pedal Bellcrank Assy  w/Base - RH,Title,Default Title,,,,,N7453N--35-524138-2--0NL5XT,,,1,not stocked
n7453n-beechcraft-95-55b-aileron-bellcrank-assy-lh,N7453N | BEECHCRAFT 95-55B | Aileron Bellcrank Assy - LH,Title,Default Title,,,,,N7453N--N7453N--AM1NVP,,,1,not stocked
35-825054-5-beechcraft-95-55b-nose-gear-steering-torque,35-825054-5 | BEECHCRAFT 95-55B | Nose Gear Steering Torque,Title,Default Title,,,,,N7453N--35-825054-5--VZ7V8X,,,1,not stocked
